onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc
1695	3	63	E	-1	2	2	2	1	True	1.75	-4	24	23	73	23b	565/2	1/8	False	4	False				109	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1698	3	51	E	-1	2	2	2	1	True	2.0	-4	24	23	73	23b	283	1/8	False	3	False				109	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1698	6	70	B	-1	2	2	1	1	True	2.0	-4	24	23	73	23b	283	1/4	False	4	False				109	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1701	3	63	E	-1	2	2	2	1	True	2.25	-4	24	23	73	23b	567/2	1/8	False	4	False				109	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1704	3	51	E	-1	2	2	2	1	True	2.5	-4	24	23	73	23b	284	1/8	False	3	False				109	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1704	6	67	G	0	2	2	1	1	True	2.5	-4	24	23	73	23b	284	1/4	False	4	False				109	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1707	3	63	E	-1	2	2	2	1	True	2.75	-4	24	23	73	23b	569/2	1/8	False	4	False				109	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1710	6	51	E	-1	2	2	2	2	True	1.0	-4	25	24	74	24b	285	1/4	True	3	True				110	V7(b9)		f	III	V	V7(b9)		V		7	b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(b9), major		V	-1	-4	-4
1710	12	61	D	-1	2	2	2	1	True	1.0	-4	25	24	74	24b	285	1/2	True	4	True				110	V7(b9)		f	III	V	V7(b9)		V		7	b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(b9), major		V	-1	-4	-4
1710	9	64	F	-1	2	2	1	1	True	1.0	-4	25	24	74	24b	285	3/8	True	4	True				110	V7(b9)		f	III	V	V7(b9)		V		7	b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(b9), major		V	-1	-4	-4
1716	6	51	E	-1	2	2	2	2	True	1.5	-4	25	24	74	24b	286	1/4	False	3	False				110	V7(b9)		f	III	V	V7(b9)		V		7	b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(b9), major		V	-1	-4	-4
1719	3	63	E	-1	2	2	1	1	True	1.75	-4	25	24	74	24b	573/2	1/8	False	4	True				111	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1722	3	51	E	-1	2	2	2	2	True	2.0	-4	25	24	74	24b	287	1/8	False	3	True				112	I64		f	III	V	I64		I		64			M	True	False	(1, 0, 4)	()	0	1	minor	major	III	III, minor	I		III	III	False	I64	I64, major	V	I64, major		I	-1	-4	-4
1722	6	60	C	0	2	2	2	1	True	2.0	-4	25	24	74	24b	287	1/4	False	4	True				112	I64		f	III	V	I64		I		64			M	True	False	(1, 0, 4)	()	0	1	minor	major	III	III, minor	I		III	III	False	I64	I64, major	V	I64, major		I	-1	-4	-4
1722	6	68	A	-1	2	2	1	1	True	2.0	-4	25	24	74	24b	287	1/4	False	4	True				112	I64		f	III	V	I64		I		64			M	True	False	(1, 0, 4)	()	0	1	minor	major	III	III, minor	I		III	III	False	I64	I64, major	V	I64, major		I	-1	-4	-4
1725	3	63	E	-1	2	2	2	2	True	2.25	-4	25	24	74	24b	575/2	1/8	False	4	False				112	I64		f	III	V	I64		I		64			M	True	False	(1, 0, 4)	()	0	1	minor	major	III	III, minor	I		III	III	False	I64	I64, major	V	I64, major		I	-1	-4	-4
1728	3	51	E	-1	2	2	2	2	True	2.5	-4	25	24	74	24b	288	1/8	False	3	True				113	V7(+b9)		f	III	V	V7(+b9)		V		7	+b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(+b9), major		V	-1	-4	-4
1728	6	76	F	-1	2	2	1	1	True	2.5	-4	25	24	74	24b	288	1/4	False	5	True				113	V7(+b9)		f	III	V	V7(+b9)		V		7	+b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(+b9), major		V	-1	-4	-4
1731	3	63	E	-1	2	2	2	2	True	2.75	-4	25	24	74	24b	577/2	1/8	False	4	False				113	V7(+b9)		f	III	V	V7(+b9)		V		7	+b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(+b9), major		V	-1	-4	-4
1734	3	51	E	-1	2	2	2	1	True	1.0	-4	26	25	75	25b	289	1/8	True	3	True				114	V7]		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1734	6	75	E	-1	2	2	1	1	True	1.0	-4	26	25	75	25b	289	1/4	True	5	True				114	V7]		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1737	3	63	E	-1	2	2	2	1	True	1.25	-4	26	25	75	25b	579/2	1/8	False	4	False				114	V7]		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1740	3	51	E	-1	2	2	2	1	True	1.5	-4	26	25	75	25b	290	1/8	False	3	False				114	V7]		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1740	6	73	D	-1	2	2	1	1	True	1.5	-4	26	25	75	25b	290	1/4	False	5	False				114	V7]		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1743	3	63	E	-1	2	2	2	1	True	1.75	-4	26	25	75	25b	581/2	1/8	False	4	False				114	V7]		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
1746	3	61	D	-1	2	2	2	1	True	2.0	-4	26	25	75	25b	291	1/8	False	4	True				115	V2		f	III		V2		V		2			Mm7	True	False	(-1, 1, 5, 2)	()	1	-1	minor	major	III	III, minor	V		III	III	False	V2	V2, major		V2, major		V	-1	-4	-4
1746	6	70	B	-1	2	2	1	1	True	2.0	-4	26	25	75	25b	291	1/4	False	4	True				115	V2		f	III		V2		V		2			Mm7	True	False	(-1, 1, 5, 2)	()	1	-1	minor	major	III	III, minor	V		III	III	False	V2	V2, major		V2, major		V	-1	-4	-4
1749	3	63	E	-1	2	2	2	1	True	2.25	-4	26	25	75	25b	583/2	1/8	False	4	False				115	V2		f	III		V2		V		2			Mm7	True	False	(-1, 1, 5, 2)	()	1	-1	minor	major	III	III, minor	V		III	III	False	V2	V2, major		V2, major		V	-1	-4	-4
1752	3	61	D	-1	2	2	2	1	True	2.5	-4	26	25	75	25b	292	1/8	False	4	False				115	V2		f	III		V2		V		2			Mm7	True	False	(-1, 1, 5, 2)	()	1	-1	minor	major	III	III, minor	V		III	III	False	V2	V2, major		V2, major		V	-1	-4	-4
1752	6	67	G	0	2	2	1	1	True	2.5	-4	26	25	75	25b	292	1/4	False	4	False				115	V2		f	III		V2		V		2			Mm7	True	False	(-1, 1, 5, 2)	()	1	-1	minor	major	III	III, minor	V		III	III	False	V2	V2, major		V2, major		V	-1	-4	-4
1755	3	63	E	-1	2	2	2	1	True	2.75	-4	26	25	75	25b	585/2	1/8	False	4	False				115	V2		f	III		V2		V		2			Mm7	True	False	(-1, 1, 5, 2)	()	1	-1	minor	major	III	III, minor	V		III	III	False	V2	V2, major		V2, major		V	-1	-4	-4
1758	3	60	C	0	2	2	2	1	True	1.0	-4	27	26	76	26b	293	1/8	True	4	True				116	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1761	3	63	E	-1	2	2	2	1	True	1.25	-4	27	26	76	26b	587/2	1/8	False	4	False				116	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1761	3	67	G	0	2	2	1	1	True	1.25	-4	27	26	76	26b	587/2	1/8	False	4	False				116	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1764	3	60	C	0	2	2	2	1	True	1.5	-4	27	26	76	26b	294	1/8	False	4	False				116	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1764	3	70	B	-1	2	2	1	1	True	1.5	-4	27	26	76	26b	294	1/8	False	4	False				116	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1767	3	63	E	-1	2	2	2	1	True	1.75	-4	27	26	76	26b	589/2	1/8	False	4	False				116	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1767	3	68	A	-1	2	2	1	1	True	1.75	-4	27	26	76	26b	589/2	1/8	False	4	False				116	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1770	3	55	G	0	2	2	2	1	True	2.0	-4	27	26	76	26b	295	1/8	False	3	True				117	V6		f	III		V6		V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	-1	-4	-4
1773	3	63	E	-1	2	2	2	1	True	2.25	-4	27	26	76	26b	591/2	1/8	False	4	False				117	V6		f	III		V6		V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	-1	-4	-4
1773	3	69	A	0	2	2	1	1	True	2.25	-4	27	26	76	26b	591/2	1/8	False	4	False				117	V6		f	III		V6		V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	-1	-4	-4
1776	3	55	G	0	2	2	2	1	True	2.5	-4	27	26	76	26b	296	1/8	False	3	False				117	V6		f	III		V6		V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	-1	-4	-4
1776	3	72	C	0	2	2	1	1	True	2.5	-4	27	26	76	26b	296	1/8	False	5	False				117	V6		f	III		V6		V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	-1	-4	-4
1779	3	63	E	-1	2	2	2	1	True	2.75	-4	27	26	76	26b	593/2	1/8	False	4	False				117	V6		f	III		V6		V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	-1	-4	-4
1779	3	70	B	-1	2	2	1	1	True	2.75	-4	27	26	76	26b	593/2	1/8	False	4	False				117	V6		f	III		V6		V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	-1	-4	-4
1782	3	56	A	-1	2	2	2	1	True	1.0	-4	28	27	77	27b	297	1/8	True	3	True				118	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
1785	3	63	E	-1	2	2	2	1	True	1.25	-4	28	27	77	27b	595/2	1/8	False	4	False				118	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
1785	3	71	B	0	2	2	1	1	True	1.25	-4	28	27	77	27b	595/2	1/8	False	4	False				118	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
1788	3	56	A	-1	2	2	2	1	True	1.5	-4	28	27	77	27b	298	1/8	False	3	False				118	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
1788	3	73	D	-1	2	2	1	1	True	1.5	-4	28	27	77	27b	298	1/8	False	5	False				118	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
1791	3	63	E	-1	2	2	2	1	True	1.75	-4	28	27	77	27b	597/2	1/8	False	4	False				118	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
1791	3	72	C	0	2	2	1	1	True	1.75	-4	28	27	77	27b	597/2	1/8	False	5	False				118	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
1794	3	53	F	0	2	2	2	1	True	2.0	-4	28	27	77	27b	299	1/8	False	3	True				119	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1797	3	62	D	0	2	2	2	1	True	2.25	-4	28	27	77	27b	599/2	1/8	False	4	False				119	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1797	3	74	D	0	2	2	1	1	True	2.25	-4	28	27	77	27b	599/2	1/8	False	5	False				119	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1800	3	56	A	-1	2	2	2	1	True	2.5	-4	28	27	77	27b	300	1/8	False	3	False				119	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1800	3	80	A	-1	2	2	1	1	True	2.5	-4	28	27	77	27b	300	1/8	False	5	False				119	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1803	3	62	D	0	2	2	2	1	True	2.75	-4	28	27	77	27b	601/2	1/8	False	4	False				119	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1803	3	74	D	0	2	2	1	1	True	2.75	-4	28	27	77	27b	601/2	1/8	False	5	False				119	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1806	3	51	E	-1	2	2	2	1	True	1.0	-4	29	28	78	28b	301	1/8	True	3	True				120	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1806	6	75	E	-1	2	2	1	1	True	1.0	-4	29	28	78	28b	301	1/4	True	5	True				120	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1809	3	63	E	-1	2	2	2	1	True	1.25	-4	29	28	78	28b	603/2	1/8	False	4	False				120	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1812	3	55	G	0	2	2	2	1	True	1.5	-4	29	28	78	28b	302	1/8	False	3	False				120	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1815	3	63	E	-1	2	2	2	1	True	1.75	-4	29	28	78	28b	605/2	1/8	False	4	False				120	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1818	3	53	F	0	2	2	2	1	True	2.0	-4	29	28	78	28b	303	1/8	False	3	True				121	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1821	3	62	D	0	2	2	2	1	True	2.25	-4	29	28	78	28b	607/2	1/8	False	4	False				121	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1821	3	74	D	0	2	2	1	1	True	2.25	-4	29	28	78	28b	607/2	1/8	False	5	False				121	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1824	3	56	A	-1	2	2	2	1	True	2.5	-4	29	28	78	28b	304	1/8	False	3	False				121	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1824	3	80	A	-1	2	2	1	1	True	2.5	-4	29	28	78	28b	304	1/8	False	5	False				121	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1827	3	62	D	0	2	2	2	1	True	2.75	-4	29	28	78	28b	609/2	1/8	False	4	False				121	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1827	3	74	D	0	2	2	1	1	True	2.75	-4	29	28	78	28b	609/2	1/8	False	5	False				121	V43/V	viio6/V	f	III		V43/V		V		43		V	Mm7	True	False	(3, 0, 2, 6)	()	2	3	minor	major	III	III, minor	V/V	V	V/III	VII	False	V43/V	V43/V, major		V43/V, major	V	V	-1	-4	-3
1830	3	51	E	-1	2	2	2	1	True	1.0	-4	30	29	79	29b	305	1/8	True	3	True				122	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1830	6	75	E	-1	2	2	1	1	True	1.0	-4	30	29	79	29b	305	1/4	True	5	True				122	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1833	3	63	E	-1	2	2	2	1	True	1.25	-4	30	29	79	29b	611/2	1/8	False	4	False				122	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1836	3	55	G	0	2	2	2	1	True	1.5	-4	30	29	79	29b	306	1/8	False	3	False				122	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1839	3	63	E	-1	2	2	2	1	True	1.75	-4	30	29	79	29b	613/2	1/8	False	4	False				122	V		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
1842	3	49	D	-1	2	2	2	1	True	2.0	-4	30	29	79	29b	307	1/8	False	3	True				123	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1845	3	58	B	-1	2	2	2	1	True	2.25	-4	30	29	79	29b	615/2	1/8	False	3	False				123	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1845	3	79	G	0	2	2	1	1	True	2.25	-4	30	29	79	29b	615/2	1/8	False	5	False				123	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1848	3	52	F	-1	2	2	2	1	True	2.5	-4	30	29	79	29b	308	1/8	False	3	False				123	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1848	3	88	F	-1	2	2	1	1	True	2.5	-4	30	29	79	29b	308	1/8	False	6	False				123	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1851	3	58	B	-1	2	2	2	1	True	2.75	-4	30	29	79	29b	617/2	1/8	False	3	False				123	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1851	3	79	G	0	2	2	1	1	True	2.75	-4	30	29	79	29b	617/2	1/8	False	5	False				123	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1854	3	48	C	0	2	2	2	1	True	1.0	-4	31	30	80	30b	309	1/8	True	3	True				124	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1854	6	80	A	-1	2	2	1	1	True	1.0	-4	31	30	80	30b	309	1/4	True	5	True				124	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1857	3	56	A	-1	2	2	2	1	True	1.25	-4	31	30	80	30b	619/2	1/8	False	3	False				124	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1860	3	51	E	-1	2	2	2	1	True	1.5	-4	31	30	80	30b	310	1/8	False	3	False				124	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1863	3	56	A	-1	2	2	2	1	True	1.75	-4	31	30	80	30b	621/2	1/8	False	3	False				124	I6		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
1866	3	49	D	-1	2	2	2	1	True	2.0	-4	31	30	80	30b	311	1/8	False	3	True				125	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1869	3	58	B	-1	2	2	2	1	True	2.25	-4	31	30	80	30b	623/2	1/8	False	3	False				125	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1869	3	79	G	0	2	2	1	1	True	2.25	-4	31	30	80	30b	623/2	1/8	False	5	False				125	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1872	3	52	F	-1	2	2	2	1	True	2.5	-4	31	30	80	30b	312	1/8	False	3	False				125	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1872	3	88	F	-1	2	2	1	1	True	2.5	-4	31	30	80	30b	312	1/8	False	6	False				125	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1875	3	58	B	-1	2	2	2	1	True	2.75	-4	31	30	80	30b	625/2	1/8	False	3	False				125	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
1875	3	79	G	0	2	2	1	1	True	2.75	-4	31	30	80	30b	625/2	1/8	False	5	False				125	viio43		f	III		viio43		vii	o	43			o7	True	False	(-1, -4, 5, 2)	()	5	-1	minor	major	III	III, minor	vii		III	III	False	viio43	viio43, major		viio43, major		vii	-1	-4	-4
