piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	electronicEncoder	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus
haydnop20-no1-3	1: 3/8	1: -4	96	96	144.0	192	192	288.0		555.0	923	337	0	0	0		Haydn, Franz Joseph	String Quartet in E-flat Major	3	Affettuoso e sostenuto					Copyright (c) 2017 Universitat Pompeu Fabra	2025-03-02	Linux			Affettuoso e sostenuto	3		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no1-3.mscx	False	36-84 (C2-C6)	musicxml	Nestor Napoles		55-84 (G3-C6)		55-75 (G3-Eb5)		48-73 (C3-Db5)		36-65 (C2-F4)				
haydnop20-no1-4	1: 2/4	1: -3	161	161	320.5	161	161	320.5		1030.0	1266	564	0	0	0		Haydn, Franz Joseph	String Quartet in E-flat Major	4	Finale: Presto					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Finale: Presto	4		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no1-4.mscx	False	36-87 (C2-Eb6)	musicxml	Frances Bennion		57-87 (A3-Eb6)		55-82 (G3-Bb5)		49-74 (Db3-D5)		36-67 (C2-G4)				
haydnop20-no2-1	1: 4/4	1: 0	107	107	424.5	107	107	424.5		1390.08	2504	1155	0	0	0		Haydn, Franz Joseph	String Quartet in C Major	1	Moderato					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Moderato	1		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no2-1.mscx	False	36-91 (C2-G6)	musicxml	Frances Bennion		55-91 (G3-G6)		55-85 (G3-C#6)		48-79 (C3-G5)		36-69 (C2-A4)				
haydnop20-no2-2	1: 4/4	1: -3	63	63	252.0	63	63	252.0		725.17	2388	1134	0	0	0		Haydn, Franz Joseph	String Quartet in C Major	2	Adagio					Copyright (c) 2017 Music Technology Group, Universitat Pompeu Fabra	2025-03-02	Linux			Adagio	2		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/haydnop20-no2-2.mscx	False	36-91 (C2-G6)	musicxml	Nestor Napoles		55-91 (G3-G6)		55-87 (G3-Eb6)		48-79 (C3-G5)		36-67 (C2-G4)				
haydnop20-no2-3	1: 3/4	1: 0	86	86	258.0	86	86	258.0		811.0	565	223	0	0	0		Haydn, Franz Joseph	String Quartet in C Major	3	Menuetto: Allegretto					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Menuetto: Allegretto	3		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no2-3.mscx	False	36-96 (C2-C7)	musicxml	Frances Bennion		55-96 (G3-C7)		55-83 (G3-B5)		52-72 (E3-C5)		36-64 (C2-E4)				
haydnop20-no2-4	1: 6/8	1: 0	162	162	486.0	162	162	486.0		1550.0	2523	1182	0	0	0		Haydn, Franz Joseph	String Quartet in C Major	4	Fuga a quattro soggeti: Allegro					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Fuga a quattro soggeti: Allegro	4		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/haydnop20-no2-4.mscx	False	36-88 (C2-E6)	musicxml	Frances Bennion		55-88 (G3-E6)		55-84 (G3-C6)		48-77 (C3-F5)		36-67 (C2-G4)				
haydnop20-no3-1	1: 2/4	1: -2	272	272	540.0	544	544	1080.0		1667.25	2638	1116	0	0	0		Haydn, Franz Joseph	String Quartet in G Minor	1	Allegro con spirito					Copyright (c) 2017 Universitat Pompeu Fabra	2025-03-02	Linux			Allegro con spirito	1		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no3-1.mscx	False	36-91 (C2-G6)	musicxml	Nestor Napoles		55-91 (G3-G6)		55-86 (G3-D6)		48-75 (C3-Eb5)		36-68 (C2-Ab4)				
haydnop20-no3-2	1: 3/4	1: -2	89	89	265.0	89	89	265.0		857.0	741	347	0	0	0		Haydn, Franz Joseph	String Quartet in G Minor	2	Menuetto: Allegretto					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Menuetto: Allegretto	2		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no3-2.mscx	False	38-86 (D2-D6)	musicxml	Frances Bennion		55-86 (G3-D6)		55-82 (G3-Bb5)		53-75 (F3-Eb5)		38-67 (D2-G4)				
haydnop20-no3-3	1: 3/4	1: 1	113	113	339.0	113	113	339.0		1095.25	1875	1101	0	0	0		Haydn, Franz Joseph	String Quartet in G Minor	3	Poco adagio					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Poco adagio	3		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/haydnop20-no3-3.mscx	False	38-91 (D2-G6)	musicxml	Frances Bennion		55-91 (G3-G6)		55-79 (G3-G5)		48-78 (C3-F#5)		38-74 (D2-D5)				
haydnop20-no3-4	1: 4/4	1: -2	105	105	416.5	105	105	416.5		1231.5	1502	853	0	0	0		Haydn, Franz Joseph	String Quartet in G Minor	4	Allegro di molto					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Allegro di molto	4		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/haydnop20-no3-4.mscx	False	38-87 (D2-Eb6)	musicxml	Frances Bennion		55-87 (G3-Eb6)		55-84 (G3-C6)		48-75 (C3-Eb5)		38-67 (D2-G4)				
haydnop20-no4-1	1: 3/4	1: 2	305	305	915.0	603	603	1809.0		3048.33	3035	1354	0	0	0		Haydn, Franz Joseph	String Quartet in D Major	1	Allegro di molto					Copyright (c) 2017 Universitat Pompeu Fabra	2025-03-02	Linux			Allegro di molto	1		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no4-1.mscx	False	36-88 (C2-E6)	musicxml	Nestor Napoles		55-88 (G3-E6)		55-83 (G3-B5)		48-76 (C3-E5)		36-67 (C2-G4)				
haydnop20-no4-2	1: 2/4	1: -1	131	131	244.5	262	262	489.0		803.67	1538	822	0	0	0		Haydn, Franz Joseph	String Quartet in D Major	2	Un poco Adagio affettuoso					Copyright (c) 2017 Universitat Pompeu Fabra	2025-03-02	Linux			Un poco Adagio affettuoso	2		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no4-2.mscx	False	36-91 (C2-G6)	musicxml	Nestor Napoles		55-91 (G3-G6)		55-86 (G3-D6)		48-77 (C3-F5)		36-70 (C2-Bb4)				
haydnop20-no4-3	1: 3/4	1: 2	37	37	109.0	37	37	109.0		366.0	359	164	0	0	0		Haydn, Franz Joseph	String Quartet in D Major	3	Menuetto alla zingarese					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Menuetto alla zingarese	3		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no4-3.mscx	False	38-83 (D2-B5)	musicxml	Frances Bennion		62-83 (D4-B5)		57-71 (A3-B4)		50-74 (D3-D5)		38-67 (D2-G4)				
haydnop20-no4-4	1: 4/4	1: 2	131	131	520.5	131	131	520.5		1614.5	2769	1252	0	0	0		Haydn, Franz Joseph	String Quartet in D Major	4	Presto e scherzando					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Presto e scherzando	4		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no4-4.mscx	False	38-88 (D2-E6)	musicxml	Frances Bennion		56-88 (G#3-E6)		56-86 (G#3-D6)		49-76 (C#3-E5)		38-67 (D2-G4)				
haydnop20-no5-1	1: 4/4	1: -4	161	161	644.0	161	161	644.0		2069.0	3232	1602	0	0	0		Haydn, Franz Joseph	String Quartet in F Minor	1	Moderato					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Moderato	1		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no5-1.mscx	False	36-91 (C2-G6)	musicxml	Frances Bennion		55-91 (G3-G6)		56-84 (Ab3-C6)		48-73 (C3-Db5)		36-65 (C2-F4)				
haydnop20-no5-2	1: 3/4	1: -4	100	100	300.0	100	100	300.0		897.0	798	355	0	0	0		Haydn, Franz Joseph	String Quartet in F Minor	2	Menuetto					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Menuetto	2		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/haydnop20-no5-2.mscx	False	36-86 (C2-D6)	musicxml	Frances Bennion		57-86 (A3-D6)		55-77 (G3-F5)		48-72 (C3-C5)		36-62 (C2-D4)				
haydnop20-no5-3	1: 6/8	1: -1	85	85	255.0	85	85	255.0		879.67	1749	872	0	0	0		Haydn, Franz Joseph	String Quartet in F Minor	3	Adagio					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Adagio	3		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/haydnop20-no5-3.mscx	False	40-91 (E2-G6)	musicxml	Frances Bennion		55-91 (G3-G6)		57-82 (A3-Bb5)		50-72 (D3-C5)		40-62 (E2-D4)				
haydnop20-no5-4	1: 4/4	1: -4	184	184	736.0	184	184	736.0		2383.0	1553	870	0	0	0		Haydn, Franz Joseph	String Quartet in F Minor	4	Fuga a due soggetti					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Fuga a due soggetti	4		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no5-4.mscx	False	36-85 (C2-Db6)	musicxml	Frances Bennion		55-85 (G3-Db6)		55-80 (G3-Ab5)		48-73 (C3-Db5)		36-65 (C2-F4)				
haydnop20-no6-1	1: 6/8	1: 3	166	166	498.0	166	166	498.0		1536.0	2594	1220	0	0	0		Haydn, Franz Joseph	String Quartet in A Major	1	Allegro di molto e scherzando					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Allegro di molto e scherzando	1		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no6-1.mscx	False	40-88 (E2-E6)	musicxml	Frances Bennion		57-88 (A3-E6)		57-76 (A3-E5)		56-81 (G#3-A5)		52-76 (E3-E5)		40-66 (E2-F#4)		
haydnop20-no6-2	1: 4/4	1: 4	79	79	316.0	79	79	316.0		1032.5	1629	1108	0	0	0		Haydn, Franz Joseph	String Quartet in A Major	2	Adagio					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Adagio	2		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no6-2.mscx	False	39-90 (D#2-F#6)	musicxml	Frances Bennion		56-90 (G#3-F#6)		56-78 (G#3-F#5)		52-76 (E3-E5)		39-59 (D#2-B3)				
haydnop20-no6-3	1: 3/4	1: 3	42	42	126.0	42	42	126.0		324.0	335	148	0	0	0		Haydn, Franz Joseph	String Quartet in A Major	3	Menuetto					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Menuetto	3		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/haydnop20-no6-3.mscx	False	37-88 (C#2-E6)	musicxml	Frances Bennion		56-88 (G#3-E6)		57-83 (A3-B5)		49-69 (C#3-A4)		37-59 (C#2-B3)				
haydnop20-no6-4	1: 4/4	1: 3	95	95	380.0	95	95	380.0		1174.5	2059	1048	0	0	0		Haydn, Franz Joseph	String Quartet in A Major	4	Fuga a tre soggetti: Allegro					Copyright (c) 1994, 2000 Center for Computer Assisted Research in the Humanities	2025-03-02	Linux			Fuga a tre soggetti: Allegro	4		Haydn, Franz Joseph	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/haydnop20-no6-4.mscx	False	37-88 (C#2-E6)	musicxml	Frances Bennion		57-88 (A3-E6)		56-83 (G#3-B5)		49-78 (C#3-F#5)		37-66 (C#2-F#4)				
tavern-beethoven-op34-a	1: 2/4, 46: 6/8, 68: 4/4, 90: 3/4, 112: 2/4, 140: 6/8, 179: 2/4	1: -1, 24: 2, 46: -2, 68: 1, 90: -3, 140: -1	203	203	531.5	203	203	531.5		1580.44	4644	2326	0	0	0		Music21			Music21 Fragment						2025-03-02	Linux			Music21 Fragment			Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-op34-a.mscx	False	29-89 (F1-F6)	mxl			29-89 (F1-F6)		29-75 (F1-Eb5)								
tavern-beethoven-op34-b	1: 2/4, 46: 6/8, 68: 4/4, 90: 3/4, 112: 2/4, 140: 6/8, 179: 2/4	1: -1, 24: 2, 46: -2, 68: 1, 90: -3, 140: -1	203	203	531.5	203	203	531.5		1580.44	4644	2326	0	0	0		Music21			Music21 Fragment						2025-03-02	Linux			Music21 Fragment			Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-op34-b.mscx	False	29-89 (F1-F6)	mxl			29-89 (F1-F6)		29-75 (F1-Eb5)								
tavern-beethoven-op76-a	1: 2/4, 49: 6/8, 65: 2/4, 97: 3/4, 154: 2/4	1: 2	178	178	429.0	274	274	637.0		1365.5	3045	1211	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-op76-a.mscx	False	32-91 (G#1-G6)	mxl		Piano	52-91 (E3-G6)	Piano	32-79 (G#1-G5)								
tavern-beethoven-op76-b	1: 2/4, 49: 6/8, 65: 2/4, 97: 3/4, 154: 2/4	1: 2	178	178	429.0	274	274	637.0		1365.5	3045	1211	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-op76-b.mscx	False	32-91 (G#1-G6)	mxl		Piano	52-91 (E3-G6)	Piano	32-79 (G#1-G5)								
tavern-beethoven-woo-63-a	1: 4/4	1: -3, 145: 0	176	176	704.0	352	352	1408.0		1706.79	3642	2313	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-63-a.mscx	False	36-89 (C2-F6)	mxl		Piano	36-89 (C2-F6)	Piano	36-74 (C2-D5)								
tavern-beethoven-woo-63-b	1: 4/4	1: -3, 145: 0	176	176	704.0	352	352	1408.0		1706.79	3642	2313	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-63-b.mscx	False	36-89 (C2-F6)	mxl		Piano	36-89 (C2-F6)	Piano	36-74 (C2-D5)								
tavern-beethoven-woo-64-a	1: 4/4	1: -1, 35: -4, 46: -1	80	80	317.0	80	80	317.0		742.17	987	650	0	0	0		Music21	Untitled		Untitled						2025-03-02	Linux			"<font size=""22""/>Untitled"			Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-beethoven-woo-64-a.mscx	False	36-89 (C2-F6)	mxl		Piano	52-89 (E3-F6)	Piano	36-77 (C2-F5)								
tavern-beethoven-woo-64-b	1: 4/4	1: -1, 35: -4, 46: -1	80	80	317.0	80	80	317.0		742.17	987	650	0	0	0		Music21	Untitled		Untitled						2025-03-02	Linux			"<font size=""22""/>Untitled"			Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-beethoven-woo-64-b.mscx	False	36-89 (C2-F6)	mxl		Piano	52-89 (E3-F6)	Piano	36-77 (C2-F5)								
tavern-beethoven-woo-65-a	1: 2/4, 245: 3/8, 249: 2/4, 253: 3/8, 257: 2/4, 261: 3/8, 265: 2/4, 269: 3/8, 273: 2/4, 345: 6/8, 361: 2/4, 409: 3/4, 441: 2/4	1: 2, 201: -1, 241: 2	584	584	1208.0	584	584	1208.0		3359.63	6015	3150	0	0	0		Music21	Music21 Fragment		Music21 Fragment						2025-03-02	Linux						Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-65-a.mscx	False	30-89 (F#1-F6)	mxl		None	45-89 (A2-F6)	None	37-83 (C#2-B5)	None	30-71 (F#1-B4)	None	30-86 (F#1-D6)				
tavern-beethoven-woo-65-b	1: 2/4, 245: 3/8, 249: 2/4, 253: 3/8, 257: 2/4, 261: 3/8, 265: 2/4, 269: 3/8, 273: 2/4, 345: 6/8, 361: 2/4, 409: 3/4, 441: 2/4	1: 2, 201: -1, 241: 2	584	584	1208.0	584	584	1208.0		3359.63	6015	3150	0	0	0		Music21	Music21 Fragment		Music21 Fragment						2025-03-02	Linux						Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-65-b.mscx	False	30-89 (F#1-F6)	mxl		None	45-89 (A2-F6)	None	37-83 (C#2-B5)	None	30-71 (F#1-B4)	None	30-86 (F#1-D6)				
tavern-beethoven-woo-66-a	1: 2/4, 209: 6/8, 214: 2/4, 263: 6/8, 300: 2/4, 411: 6/8, 448: 4/4, 486: 6/8, 502: 4/4	1: 3, 224: 0, 263: 3	538	538	1329.5	538	538	1329.5		3033.75	6187	3770	0	0	0					Untitled						2025-03-02	Linux			"<font size=""22""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-66-a.mscx	False	33-89 (A1-F6)	mxl		Piano	40-89 (E2-F6)	Piano	47-78 (B2-F#5)	Piano	33-71 (A1-B4)						
tavern-beethoven-woo-66-b	1: 2/4, 209: 6/8, 214: 2/4, 263: 6/8, 300: 2/4, 411: 6/8, 448: 4/4, 486: 6/8, 502: 4/4	1: 3, 224: 0, 263: 3	538	538	1329.5	538	538	1329.5		3033.75	6187	3770	0	0	0					Untitled						2025-03-02	Linux			"<font size=""22""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-66-b.mscx	False	33-89 (A1-F6)	mxl		Piano	40-89 (E2-F6)	Piano	47-78 (B2-F#5)	Piano	33-71 (A1-B4)						
tavern-beethoven-woo-68-a	1: 4/4, 193: 3/4, 271: 4/4	1: 0, 65: -3, 81: 0, 113: -3, 129: 0	276	276	1022.0	276	276	1022.0		2411.92	4721	2937	0	0	0		Music21	Untitled		Untitled						2025-03-02	Linux			"<font size=""24""/>WoO 68 : 12 variations over Menuett à la Vigano"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-68-a.mscx	False	24-89 (C1-F6)	mxl		Piano	36-89 (C2-F6)	Piano	24-79 (C1-G5)								
tavern-beethoven-woo-68-b	1: 4/4, 193: 3/4, 271: 4/4	1: 0, 65: -3, 81: 0, 113: -3, 129: 0	276	276	1022.0	276	276	1022.0		2411.92	4721	2937	0	0	0		Music21	Untitled		Untitled						2025-03-02	Linux			"<font size=""24""/>WoO 68 : 12 variations over Menuett à la Vigano"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-68-b.mscx	False	24-89 (C1-F6)	mxl		Piano	36-89 (C2-F6)	Piano	24-79 (C1-G5)								
tavern-beethoven-woo-69-a	1: 2/4, 216: 3/4	1: 3, 97: 0, 120: 3	268	268	588.5	268	268	588.5		1368.17	2965	1718	0	0	0		Music21	B069.mxl		B069.mxl						2025-03-02	Linux			"<font size=""22""/>B069.mxl"			Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-69-a.mscx	False	33-89 (A1-F6)	mxl		Piano	44-89 (G#2-F6)	Piano	33-85 (A1-C#6)								
tavern-beethoven-woo-69-b	1: 2/4, 216: 3/4	1: 3, 97: 0, 120: 3	268	268	588.5	268	268	588.5		1368.17	2965	1718	0	0	0		Music21	B069.mxl		B069.mxl						2025-03-02	Linux			"<font size=""22""/>B069.mxl"			Music21	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-69-b.mscx	False	33-89 (A1-F6)	mxl		Piano	44-89 (G#2-F6)	Piano	33-85 (A1-C#6)								
tavern-beethoven-woo-70-a	1: 6/8	1: 1, 85: -2, 106: 1	174	167	501.5	174	167	501.5		1137.92	2458	1649	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-70-a.mscx	False	31-88 (G1-E6)	mxl		Piano	52-88 (E3-E6)	Piano	31-86 (G1-D6)								
tavern-beethoven-woo-70-b	1: 6/8	1: 1, 85: -2, 106: 1	174	167	501.5	174	167	501.5		1137.92	2458	1649	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-70-b.mscx	False	31-88 (G1-E6)	mxl		Piano	52-88 (E3-E6)	Piano	31-86 (G1-D6)								
tavern-beethoven-woo-71-a	1: 2/4, 260: 4/4, 261: 6/8	1: 3, 73: 0, 94: 3, 157: 0, 178: 3, 241: 0, 261: 3, 328: 0, 370: 3	393	370	876.0	493	460	1056.0		2402.17	4615	2808	0	0	0										Copyright © 	2025-03-02	Linux			"<font size=""8""/>Copyright © "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-71-a.mscx	False	28-90 (E1-F#6)	mxl		Piano	40-90 (E2-F#6)	Piano	28-88 (E1-E6)								
tavern-beethoven-woo-71-b	1: 2/4, 260: 4/4, 261: 6/8	1: 3, 73: 0, 94: 3, 157: 0, 178: 3, 241: 0, 261: 3, 328: 0, 370: 3	393	370	876.0	493	460	1056.0		2402.17	4615	2808	0	0	0										Copyright © 	2025-03-02	Linux			"<font size=""8""/>Copyright © "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-71-b.mscx	False	28-90 (E1-F#6)	mxl		Piano	40-90 (E2-F#6)	Piano	28-88 (E1-E6)								
tavern-beethoven-woo-72-a	1: 3/4, 265: 2/4	1: 0, 133: -3, 166: 0	370	362	981.0	370	362	981.0		2584.83	3639	2230	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-72-a.mscx	False	30-89 (F#1-F6)	mxl		Piano	47-89 (B2-F6)	Piano	30-84 (F#1-C6)								
tavern-beethoven-woo-72-b	1: 3/4, 265: 2/4	1: 0, 133: -3, 166: 0	370	362	981.0	370	362	981.0		2584.83	3639	2230	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-72-b.mscx	False	30-89 (F#1-F6)	mxl		Piano	47-89 (B2-F6)	Piano	30-84 (F#1-C6)								
tavern-beethoven-woo-73-a	1: 4/4, 167: 3/8, 362: 4/4	1: -2, 84: -5, 99: -2	374	373	1007.5	374	373	1007.5		2701.75	4374	2745	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-73-a.mscx	False	29-89 (F1-F6)	mxl		Piano	41-89 (F2-F6)	Piano	29-87 (F1-Eb6)								
tavern-beethoven-woo-73-b	1: 4/4, 167: 3/8, 362: 4/4	1: -2, 84: -5, 99: -2	374	373	1007.5	374	373	1007.5		2701.75	4374	2745	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-73-b.mscx	False	29-89 (F1-F6)	mxl		Piano	41-89 (F2-F6)	Piano	29-87 (F1-Eb6)								
tavern-beethoven-woo-75-a	1: 2/4, 345: 3/4, 411: 2/4	1: -1, 295: -4, 344: -1	520	519	1105.0	520	519	1105.0		2701.13	6109	3676	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-75-a.mscx	False	29-89 (F1-F6)	mxl		Piano	41-89 (F2-F6)	Piano	29-74 (F1-D5)								
tavern-beethoven-woo-75-b	1: 2/4, 345: 3/4, 411: 2/4	1: -1, 295: -4, 344: -1	520	519	1105.0	520	519	1105.0		2701.13	6109	3676	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-75-b.mscx	False	29-89 (F1-F6)	mxl		Piano	41-89 (F2-F6)	Piano	29-74 (F1-D5)								
tavern-beethoven-woo-76-a	1: 3/8, 197: 2/4, 307: 3/8	1: -1	316	316	529.0	316	316	529.0		1304.46	3673	2086	0	0	0		Music21			Music21 Fragment						2025-03-02	Linux			"<font size=""24""/>WoO 76 : 8 Variations on 'Tändeln und Scherzen'"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-76-a.mscx	False	29-89 (F1-F6)	mxl		Piano	36-89 (C2-F6)	Piano	29-79 (F1-G5)								
tavern-beethoven-woo-76-b	1: 3/8, 197: 2/4, 307: 3/8	1: -1	316	316	529.0	316	316	529.0		1304.46	3673	2086	0	0	0		Music21			Music21 Fragment						2025-03-02	Linux			"<font size=""24""/>WoO 76 : 8 Variations on 'Tändeln und Scherzen'"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-beethoven-woo-76-b.mscx	False	29-89 (F1-F6)	mxl		Piano	36-89 (C2-F6)	Piano	29-79 (F1-G5)								
tavern-beethoven-woo-77-a	1: 2/4	1: 1, 77: -2, 94: 1	149	142	285.0	149	142	285.0		701.54	1992	1235	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-77-a.mscx	False	31-88 (G1-E6)	mxl		Piano	43-88 (G2-E6)	Piano	31-72 (G1-C5)								
