corpus	split_v191	id_v191	filepath_score	file_change_commit_url_v191_score	filepath_annotation	file_change_commit_url_v191_annotation
keymodt	test	keymodt-reger-28	rawdata/key_modulation_dataset/musicxml/keymodt-reger-28.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-28.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-28.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-28.rntxt
keymodt	test	keymodt-reger-42a	rawdata/key_modulation_dataset/musicxml/keymodt-reger-42a.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-42a.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-42a.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-42a.rntxt
keymodt	test	keymodt-reger-45a	rawdata/key_modulation_dataset/musicxml/keymodt-reger-45a.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-45a.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-45a.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-45a.rntxt
keymodt	test	keymodt-reger-55	rawdata/key_modulation_dataset/musicxml/keymodt-reger-55.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-55.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-55.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-55.rntxt
keymodt	test	keymodt-reger-59	rawdata/key_modulation_dataset/musicxml/keymodt-reger-59.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-59.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-59.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-59.rntxt
keymodt	test	keymodt-reger-64	rawdata/key_modulation_dataset/musicxml/keymodt-reger-64.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-64.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-64.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-64.rntxt
keymodt	test	keymodt-reger-68	rawdata/key_modulation_dataset/musicxml/keymodt-reger-68.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-68.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-68.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-68.rntxt
keymodt	test	keymodt-reger-73	rawdata/key_modulation_dataset/musicxml/keymodt-reger-73.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-73.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-73.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-73.rntxt
keymodt	test	keymodt-reger-81	rawdata/key_modulation_dataset/musicxml/keymodt-reger-81.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-81.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-81.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-81.rntxt
keymodt	test	keymodt-reger-82	rawdata/key_modulation_dataset/musicxml/keymodt-reger-82.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-82.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-82.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-82.rntxt
keymodt	test	keymodt-reger-84	rawdata/key_modulation_dataset/musicxml/keymodt-reger-84.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-84.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-84.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-84.rntxt
keymodt	test	keymodt-reger-86A	rawdata/key_modulation_dataset/musicxml/keymodt-reger-86A.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-86A.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-86A.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-86A.rntxt
keymodt	test	keymodt-reger-88A	rawdata/key_modulation_dataset/musicxml/keymodt-reger-88A.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-88A.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-88A.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-88A.rntxt
keymodt	test	keymodt-reger-96A	rawdata/key_modulation_dataset/musicxml/keymodt-reger-96A.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-96A.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-96A.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-96A.rntxt
keymodt	test	keymodt-reger-99A	rawdata/key_modulation_dataset/musicxml/keymodt-reger-99A.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-99A.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-99A.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-99A.rntxt
keymodt	test	keymodt-rimsky-korsakov-3-14g	rawdata/key_modulation_dataset/musicxml/keymodt-rimsky-korsakov-3-14g.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-rimsky-korsakov-3-14g.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-rimsky-korsakov-3-14g.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-rimsky-korsakov-3-14g.rntxt
keymodt	test	keymodt-rimsky-korsakov-3-23b	rawdata/key_modulation_dataset/musicxml/keymodt-rimsky-korsakov-3-23b.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-rimsky-korsakov-3-23b.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-rimsky-korsakov-3-23b.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-rimsky-korsakov-3-23b.rntxt
keymodt	test	keymodt-rimsky-korsakov-3-23c	rawdata/key_modulation_dataset/musicxml/keymodt-rimsky-korsakov-3-23c.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-rimsky-korsakov-3-23c.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-rimsky-korsakov-3-23c.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-rimsky-korsakov-3-23c.rntxt
keymodt	test	keymodt-rimsky-korsakov-3-24a	rawdata/key_modulation_dataset/musicxml/keymodt-rimsky-korsakov-3-24a.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-rimsky-korsakov-3-24a.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-rimsky-korsakov-3-24a.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-rimsky-korsakov-3-24a.rntxt
keymodt	test	keymodt-rimsky-korsakov-3-5h	rawdata/key_modulation_dataset/musicxml/keymodt-rimsky-korsakov-3-5h.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-rimsky-korsakov-3-5h.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-rimsky-korsakov-3-5h.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-rimsky-korsakov-3-5h.rntxt
keymodt	test	keymodt-rimsky-korsakov-3-7	rawdata/key_modulation_dataset/musicxml/keymodt-rimsky-korsakov-3-7.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-rimsky-korsakov-3-7.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-rimsky-korsakov-3-7.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-rimsky-korsakov-3-7.rntxt
keymodt	test	keymodt-tchaikovsky-173b	rawdata/key_modulation_dataset/musicxml/keymodt-tchaikovsky-173b.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-tchaikovsky-173b.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-tchaikovsky-173b.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-tchaikovsky-173b.rntxt
keymodt	test	keymodt-tchaikovsky-173j	rawdata/key_modulation_dataset/musicxml/keymodt-tchaikovsky-173j.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-tchaikovsky-173j.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-tchaikovsky-173j.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-tchaikovsky-173j.rntxt
keymodt	test	keymodt-tchaikovsky-189	rawdata/key_modulation_dataset/musicxml/keymodt-tchaikovsky-189.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-tchaikovsky-189.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-tchaikovsky-189.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-tchaikovsky-189.rntxt
keymodt	test	keymodt-tchaikovsky-193b	rawdata/key_modulation_dataset/musicxml/keymodt-tchaikovsky-193b.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-tchaikovsky-193b.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-tchaikovsky-193b.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-tchaikovsky-193b.rntxt
keymodt	training	keymodt-aldwell-ex27-2a	rawdata/key_modulation_dataset/musicxml/keymodt-aldwell-ex27-2a.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-aldwell-ex27-2a.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-aldwell-ex27-2a.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-aldwell-ex27-2a.rntxt
keymodt	training	keymodt-aldwell-ex27-2b	rawdata/key_modulation_dataset/musicxml/keymodt-aldwell-ex27-2b.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-aldwell-ex27-2b.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-aldwell-ex27-2b.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-aldwell-ex27-2b.rntxt
keymodt	training	keymodt-aldwell-ex27-3	rawdata/key_modulation_dataset/musicxml/keymodt-aldwell-ex27-3.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-aldwell-ex27-3.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-aldwell-ex27-3.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-aldwell-ex27-3.rntxt
keymodt	training	keymodt-aldwell-ex27-7	rawdata/key_modulation_dataset/musicxml/keymodt-aldwell-ex27-7.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-aldwell-ex27-7.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-aldwell-ex27-7.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-aldwell-ex27-7.rntxt
keymodt	training	keymodt-kostka-payne-ex18-2	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex18-2.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex18-2.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex18-2.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex18-2.rntxt
keymodt	training	keymodt-kostka-payne-ex18-3b	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex18-3b.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex18-3b.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex18-3b.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex18-3b.rntxt
keymodt	training	keymodt-kostka-payne-ex18-6	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex18-6.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex18-6.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex18-6.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex18-6.rntxt
keymodt	training	keymodt-kostka-payne-ex18-7	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex18-7.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex18-7.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex18-7.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex18-7.rntxt
keymodt	training	keymodt-kostka-payne-ex19-1	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex19-1.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex19-1.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex19-1.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex19-1.rntxt
keymodt	training	keymodt-kostka-payne-ex19-10	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex19-10.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex19-10.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex19-10.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex19-10.rntxt
keymodt	training	keymodt-kostka-payne-ex19-11	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex19-11.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex19-11.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex19-11.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex19-11.rntxt
keymodt	training	keymodt-kostka-payne-ex19-12	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex19-12.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex19-12.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex19-12.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex19-12.rntxt
keymodt	training	keymodt-kostka-payne-ex19-3	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex19-3.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex19-3.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex19-3.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex19-3.rntxt
keymodt	training	keymodt-kostka-payne-ex19-4	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex19-4.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex19-4.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex19-4.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex19-4.rntxt
keymodt	training	keymodt-kostka-payne-ex19-6	rawdata/key_modulation_dataset/musicxml/keymodt-kostka-payne-ex19-6.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-kostka-payne-ex19-6.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-kostka-payne-ex19-6.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-kostka-payne-ex19-6.rntxt
keymodt	training	keymodt-reger-01	rawdata/key_modulation_dataset/musicxml/keymodt-reger-01.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-01.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-01.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-01.rntxt
keymodt	training	keymodt-reger-03	rawdata/key_modulation_dataset/musicxml/keymodt-reger-03.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-03.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-03.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-03.rntxt
keymodt	training	keymodt-reger-06	rawdata/key_modulation_dataset/musicxml/keymodt-reger-06.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-06.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-06.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-06.rntxt
keymodt	training	keymodt-reger-07	rawdata/key_modulation_dataset/musicxml/keymodt-reger-07.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-07.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-07.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-07.rntxt
keymodt	training	keymodt-reger-09	rawdata/key_modulation_dataset/musicxml/keymodt-reger-09.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-09.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-09.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-09.rntxt
keymodt	training	keymodt-reger-100A	rawdata/key_modulation_dataset/musicxml/keymodt-reger-100A.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-100A.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-100A.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-100A.rntxt
keymodt	training	keymodt-reger-100B	rawdata/key_modulation_dataset/musicxml/keymodt-reger-100B.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-100B.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-100B.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-100B.rntxt
keymodt	training	keymodt-reger-13	rawdata/key_modulation_dataset/musicxml/keymodt-reger-13.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-13.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-13.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-13.rntxt
keymodt	training	keymodt-reger-14	rawdata/key_modulation_dataset/musicxml/keymodt-reger-14.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-14.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-14.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-14.rntxt
keymodt	training	keymodt-reger-16	rawdata/key_modulation_dataset/musicxml/keymodt-reger-16.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-16.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-16.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-16.rntxt
keymodt	training	keymodt-reger-17	rawdata/key_modulation_dataset/musicxml/keymodt-reger-17.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-17.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-17.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-17.rntxt
keymodt	training	keymodt-reger-19	rawdata/key_modulation_dataset/musicxml/keymodt-reger-19.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-19.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-19.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-19.rntxt
keymodt	training	keymodt-reger-21	rawdata/key_modulation_dataset/musicxml/keymodt-reger-21.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-21.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-21.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-21.rntxt
keymodt	training	keymodt-reger-22	rawdata/key_modulation_dataset/musicxml/keymodt-reger-22.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-22.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-22.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-22.rntxt
keymodt	training	keymodt-reger-23	rawdata/key_modulation_dataset/musicxml/keymodt-reger-23.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-23.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-23.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-23.rntxt
keymodt	training	keymodt-reger-24	rawdata/key_modulation_dataset/musicxml/keymodt-reger-24.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-24.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-24.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-24.rntxt
keymodt	training	keymodt-reger-25	rawdata/key_modulation_dataset/musicxml/keymodt-reger-25.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-25.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-25.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-25.rntxt
keymodt	training	keymodt-reger-26	rawdata/key_modulation_dataset/musicxml/keymodt-reger-26.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-26.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-26.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-26.rntxt
keymodt	training	keymodt-reger-27	rawdata/key_modulation_dataset/musicxml/keymodt-reger-27.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-27.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-27.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-27.rntxt
keymodt	training	keymodt-reger-29	rawdata/key_modulation_dataset/musicxml/keymodt-reger-29.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-29.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-29.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-29.rntxt
keymodt	training	keymodt-reger-31	rawdata/key_modulation_dataset/musicxml/keymodt-reger-31.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-31.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-31.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-31.rntxt
keymodt	training	keymodt-reger-32	rawdata/key_modulation_dataset/musicxml/keymodt-reger-32.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-32.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-32.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-32.rntxt
keymodt	training	keymodt-reger-33	rawdata/key_modulation_dataset/musicxml/keymodt-reger-33.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-33.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-33.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-33.rntxt
keymodt	training	keymodt-reger-34	rawdata/key_modulation_dataset/musicxml/keymodt-reger-34.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-34.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-34.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-34.rntxt
keymodt	training	keymodt-reger-35	rawdata/key_modulation_dataset/musicxml/keymodt-reger-35.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-35.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-35.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-35.rntxt
keymodt	training	keymodt-reger-36	rawdata/key_modulation_dataset/musicxml/keymodt-reger-36.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-36.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-36.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-36.rntxt
keymodt	training	keymodt-reger-39	rawdata/key_modulation_dataset/musicxml/keymodt-reger-39.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-39.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-39.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-39.rntxt
keymodt	training	keymodt-reger-42b	rawdata/key_modulation_dataset/musicxml/keymodt-reger-42b.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-42b.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-42b.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-42b.rntxt
keymodt	training	keymodt-reger-43b	rawdata/key_modulation_dataset/musicxml/keymodt-reger-43b.musicxml	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/musicxml/keymodt-reger-43b.musicxml	rawdata/key_modulation_dataset/rntxt/keymodt-reger-43b.rntxt	https://github.com/napulen/key_modulation_dataset/blob/6779a5b/rntxt/keymodt-reger-43b.rntxt
