dataset	subcorpus	file	fname	extension	id_v100	id_v191	id_v200	split_v100	split_v191	split_v200	last_modified_v100	last_modified_v191	last_modified_v200	same_file	file_change_commit_url_v100	file_change_commit_url_v191	file_change_commit_url_v200	repository	repo_version_v100	repo_version_v191	repo_version_v200	folder	folderpath	filepath
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/15/analysis_automatic.rntxt	When-in-Rome			59dd9c88	15	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/15	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/15/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/16/analysis_automatic.rntxt	When-in-Rome			59dd9c88	16	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/16	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/16/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/17/analysis_automatic.rntxt	When-in-Rome			59dd9c88	17	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/17	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/17/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/18/analysis_automatic.rntxt	When-in-Rome			59dd9c88	18	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/18	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/18/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/19/analysis_automatic.rntxt	When-in-Rome			59dd9c88	19	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/19	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/19/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/20/analysis_automatic.rntxt	When-in-Rome			59dd9c88	20	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/20	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/20/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/01/analysis_automatic.rntxt	When-in-Rome			59dd9c88	01	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/01	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/01/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/02/analysis_automatic.rntxt	When-in-Rome			59dd9c88	02	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/02	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/02/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/03/analysis_automatic.rntxt	When-in-Rome			59dd9c88	03	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/03	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/03/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/04/analysis_automatic.rntxt	When-in-Rome			59dd9c88	04	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/04	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/04/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/05/analysis_automatic.rntxt	When-in-Rome			59dd9c88	05	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/05	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/05/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/06/analysis_automatic.rntxt	When-in-Rome			59dd9c88	06	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/06	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/06/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/07/analysis_automatic.rntxt	When-in-Rome			59dd9c88	07	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/07	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/07/analysis_automatic.rntxt
When-in-Rome	Early_Choral	analysis_automatic.rntxt	analysis_automatic	rntxt									cac43a81				https://github.com/MarkGotham/When-in-Rome/blob/cac43a81/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/08/analysis_automatic.rntxt	When-in-Rome			59dd9c88	08	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/08	rawdata/When-in-Rome/Corpus/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/08/analysis_automatic.rntxt
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/001/remote.json	When-in-Rome			59dd9c88	001	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/001	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/001/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/002/remote.json	When-in-Rome			59dd9c88	002	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/002	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/002/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/003/remote.json	When-in-Rome			59dd9c88	003	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/003	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/003/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/004/remote.json	When-in-Rome			59dd9c88	004	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/004	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/004/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/005/remote.json	When-in-Rome			59dd9c88	005	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/005	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/005/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/006/remote.json	When-in-Rome			59dd9c88	006	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/006	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/006/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/007/remote.json	When-in-Rome			59dd9c88	007	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/007	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/007/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/008/remote.json	When-in-Rome			59dd9c88	008	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/008	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/008/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/009/remote.json	When-in-Rome			59dd9c88	009	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/009	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/009/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/010/remote.json	When-in-Rome			59dd9c88	010	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/010	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/010/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/011/remote.json	When-in-Rome			59dd9c88	011	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/011	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/011/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/012/remote.json	When-in-Rome			59dd9c88	012	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/012	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/012/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/013/remote.json	When-in-Rome			59dd9c88	013	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/013	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/013/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/014/remote.json	When-in-Rome			59dd9c88	014	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/014	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/014/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/015/remote.json	When-in-Rome			59dd9c88	015	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/015	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/015/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/016/remote.json	When-in-Rome			59dd9c88	016	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/016	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/016/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/017/remote.json	When-in-Rome			59dd9c88	017	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/017	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/017/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/018/remote.json	When-in-Rome			59dd9c88	018	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/018	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/018/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/019/remote.json	When-in-Rome			59dd9c88	019	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/019	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/019/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/020/remote.json	When-in-Rome			59dd9c88	020	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/020	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/020/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/021/remote.json	When-in-Rome			59dd9c88	021	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/021	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/021/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/022/remote.json	When-in-Rome			59dd9c88	022	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/022	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/022/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/023/remote.json	When-in-Rome			59dd9c88	023	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/023	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/023/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/024/remote.json	When-in-Rome			59dd9c88	024	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/024	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/024/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/025/remote.json	When-in-Rome			59dd9c88	025	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/025	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/025/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/026/remote.json	When-in-Rome			59dd9c88	026	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/026	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/026/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/027/remote.json	When-in-Rome			59dd9c88	027	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/027	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/027/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/028/remote.json	When-in-Rome			59dd9c88	028	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/028	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/028/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/029/remote.json	When-in-Rome			59dd9c88	029	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/029	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/029/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/030/remote.json	When-in-Rome			59dd9c88	030	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/030	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/030/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/031/remote.json	When-in-Rome			59dd9c88	031	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/031	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/031/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/032/remote.json	When-in-Rome			59dd9c88	032	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/032	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/032/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/033/remote.json	When-in-Rome			59dd9c88	033	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/033	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/033/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/034/remote.json	When-in-Rome			59dd9c88	034	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/034	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/034/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/035/remote.json	When-in-Rome			59dd9c88	035	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/035	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/035/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/036/remote.json	When-in-Rome			59dd9c88	036	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/036	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/036/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/037/remote.json	When-in-Rome			59dd9c88	037	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/037	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/037/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/038/remote.json	When-in-Rome			59dd9c88	038	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/038	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/038/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/039/remote.json	When-in-Rome			59dd9c88	039	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/039	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/039/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/040/remote.json	When-in-Rome			59dd9c88	040	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/040	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/040/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/041/remote.json	When-in-Rome			59dd9c88	041	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/041	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/041/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/042/remote.json	When-in-Rome			59dd9c88	042	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/042	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/042/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/043/remote.json	When-in-Rome			59dd9c88	043	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/043	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/043/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/044/remote.json	When-in-Rome			59dd9c88	044	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/044	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/044/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/045/remote.json	When-in-Rome			59dd9c88	045	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/045	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/045/remote.json
When-in-Rome	Early_Choral	remote.json	remote	json									f5a700f0				https://github.com/MarkGotham/When-in-Rome/blob/f5a700f0/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/046/remote.json	When-in-Rome			59dd9c88	046	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/046	rawdata/When-in-Rome/Corpus/Early_Choral/Bach,_Johann_Sebastian/Chorales/046/remote.json
