dataset	subcorpus	file	fname	extension	id_v100	split_v100	last_modified_v100	file_change_commit_url_v100	repository	repo_version	folder	folderpath	filepath
TAVERN	Beethoven	B066_07_02a_a.krn	B066_07_02a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_02a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_02a_a.krn
TAVERN	Beethoven	B066_07_02a_b.krn	B066_07_02a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_02a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_02a_b.krn
TAVERN	Beethoven	B066_07_03_encoderA.krn	B066_07_03_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_07_03_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_07_03_encoderA.krn
TAVERN	Beethoven	B066_07_03_encoderB.krn	B066_07_03_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_07_03_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_07_03_encoderB.krn
TAVERN	Beethoven	B066_07_03_score.krn	B066_07_03_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_07_03_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_07_03_score.krn
TAVERN	Beethoven	B066_07_03b_a.krn	B066_07_03b_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_03b_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_03b_a.krn
TAVERN	Beethoven	B066_07_03b_b.krn	B066_07_03b_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_03b_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_03b_b.krn
TAVERN	Beethoven	B066_07_04_encoderA.krn	B066_07_04_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_07_04_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_07_04_encoderA.krn
TAVERN	Beethoven	B066_07_04_encoderB.krn	B066_07_04_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_07_04_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_07_04_encoderB.krn
TAVERN	Beethoven	B066_07_04_score.krn	B066_07_04_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_07_04_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_07_04_score.krn
TAVERN	Beethoven	B066_07_04c_a.krn	B066_07_04c_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_04c_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_04c_a.krn
TAVERN	Beethoven	B066_07_04c_b.krn	B066_07_04c_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_04c_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_04c_b.krn
TAVERN	Beethoven	B066_07_05_encoderA.krn	B066_07_05_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_07_05_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_07_05_encoderA.krn
TAVERN	Beethoven	B066_07_05_encoderB.krn	B066_07_05_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_07_05_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_07_05_encoderB.krn
TAVERN	Beethoven	B066_07_05_score.krn	B066_07_05_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_07_05_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_07_05_score.krn
TAVERN	Beethoven	B066_07_05d_a.krn	B066_07_05d_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_05d_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_05d_a.krn
TAVERN	Beethoven	B066_07_05d_b.krn	B066_07_05d_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_05d_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_05d_b.krn
TAVERN	Beethoven	B066_07_06_encoderA.krn	B066_07_06_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_07_06_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_07_06_encoderA.krn
TAVERN	Beethoven	B066_07_06_encoderB.krn	B066_07_06_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_07_06_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_07_06_encoderB.krn
TAVERN	Beethoven	B066_07_06_score.krn	B066_07_06_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_07_06_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_07_06_score.krn
TAVERN	Beethoven	B066_07_06e_a.krn	B066_07_06e_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_06e_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_06e_a.krn
TAVERN	Beethoven	B066_07_06e_b.krn	B066_07_06e_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_07_06e_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_07_06e_b.krn
TAVERN	Beethoven	B066_08_01_encoderA.krn	B066_08_01_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_08_01_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_08_01_encoderA.krn
TAVERN	Beethoven	B066_08_01_encoderB.krn	B066_08_01_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_08_01_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_08_01_encoderB.krn
TAVERN	Beethoven	B066_08_01_score.krn	B066_08_01_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_08_01_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_08_01_score.krn
TAVERN	Beethoven	B066_08_01a_a.krn	B066_08_01a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_01a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_01a_a.krn
TAVERN	Beethoven	B066_08_01a_b.krn	B066_08_01a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_01a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_01a_b.krn
TAVERN	Beethoven	B066_08_02_encoderA.krn	B066_08_02_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_08_02_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_08_02_encoderA.krn
TAVERN	Beethoven	B066_08_02_encoderB.krn	B066_08_02_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_08_02_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_08_02_encoderB.krn
TAVERN	Beethoven	B066_08_02_score.krn	B066_08_02_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_08_02_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_08_02_score.krn
TAVERN	Beethoven	B066_08_02a_a.krn	B066_08_02a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_02a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_02a_a.krn
TAVERN	Beethoven	B066_08_02a_b.krn	B066_08_02a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_02a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_02a_b.krn
TAVERN	Beethoven	B066_08_03_encoderA.krn	B066_08_03_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_08_03_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_08_03_encoderA.krn
TAVERN	Beethoven	B066_08_03_encoderB.krn	B066_08_03_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_08_03_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_08_03_encoderB.krn
TAVERN	Beethoven	B066_08_03_score.krn	B066_08_03_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_08_03_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_08_03_score.krn
TAVERN	Beethoven	B066_08_03b_a.krn	B066_08_03b_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_03b_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_03b_a.krn
TAVERN	Beethoven	B066_08_03b_b.krn	B066_08_03b_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_03b_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_03b_b.krn
TAVERN	Beethoven	B066_08_04_encoderA.krn	B066_08_04_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_08_04_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_08_04_encoderA.krn
TAVERN	Beethoven	B066_08_04_encoderB.krn	B066_08_04_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_08_04_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_08_04_encoderB.krn
TAVERN	Beethoven	B066_08_04_score.krn	B066_08_04_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_08_04_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_08_04_score.krn
TAVERN	Beethoven	B066_08_04c_a.krn	B066_08_04c_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_04c_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_04c_a.krn
TAVERN	Beethoven	B066_08_04c_b.krn	B066_08_04c_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_04c_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_04c_b.krn
TAVERN	Beethoven	B066_08_05_encoderA.krn	B066_08_05_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_08_05_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_08_05_encoderA.krn
TAVERN	Beethoven	B066_08_05_encoderB.krn	B066_08_05_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_08_05_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_08_05_encoderB.krn
TAVERN	Beethoven	B066_08_05_score.krn	B066_08_05_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_08_05_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_08_05_score.krn
TAVERN	Beethoven	B066_08_05d_a.krn	B066_08_05d_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_05d_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_05d_a.krn
TAVERN	Beethoven	B066_08_05d_b.krn	B066_08_05d_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_05d_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_05d_b.krn
TAVERN	Beethoven	B066_08_06_encoderA.krn	B066_08_06_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_08_06_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_08_06_encoderA.krn
TAVERN	Beethoven	B066_08_06_encoderB.krn	B066_08_06_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_08_06_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_08_06_encoderB.krn
TAVERN	Beethoven	B066_08_06_score.krn	B066_08_06_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_08_06_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_08_06_score.krn
TAVERN	Beethoven	B066_08_06e_a.krn	B066_08_06e_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_06e_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_06e_a.krn
TAVERN	Beethoven	B066_08_06e_b.krn	B066_08_06e_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_08_06e_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_08_06e_b.krn
TAVERN	Beethoven	B066_09_01_encoderA.krn	B066_09_01_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_09_01_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_09_01_encoderA.krn
TAVERN	Beethoven	B066_09_01_encoderB.krn	B066_09_01_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_09_01_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_09_01_encoderB.krn
TAVERN	Beethoven	B066_09_01_score.krn	B066_09_01_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_09_01_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_09_01_score.krn
TAVERN	Beethoven	B066_09_01a_a.krn	B066_09_01a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_01a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_01a_a.krn
TAVERN	Beethoven	B066_09_01a_b.krn	B066_09_01a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_01a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_01a_b.krn
TAVERN	Beethoven	B066_09_02_encoderA.krn	B066_09_02_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_09_02_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_09_02_encoderA.krn
TAVERN	Beethoven	B066_09_02_encoderB.krn	B066_09_02_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_09_02_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_09_02_encoderB.krn
TAVERN	Beethoven	B066_09_02_score.krn	B066_09_02_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_09_02_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_09_02_score.krn
TAVERN	Beethoven	B066_09_02a_a.krn	B066_09_02a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_02a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_02a_a.krn
TAVERN	Beethoven	B066_09_02a_b.krn	B066_09_02a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_02a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_02a_b.krn
TAVERN	Beethoven	B066_09_03_encoderA.krn	B066_09_03_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_09_03_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_09_03_encoderA.krn
TAVERN	Beethoven	B066_09_03_encoderB.krn	B066_09_03_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_09_03_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_09_03_encoderB.krn
TAVERN	Beethoven	B066_09_03_score.krn	B066_09_03_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_09_03_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_09_03_score.krn
TAVERN	Beethoven	B066_09_03b_a.krn	B066_09_03b_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_03b_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_03b_a.krn
TAVERN	Beethoven	B066_09_03b_b.krn	B066_09_03b_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_03b_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_03b_b.krn
TAVERN	Beethoven	B066_09_04_encoderA.krn	B066_09_04_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_09_04_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_09_04_encoderA.krn
TAVERN	Beethoven	B066_09_04_encoderB.krn	B066_09_04_encoderB	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_B/B066_09_04_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_B/B066_09_04_encoderB.krn
TAVERN	Beethoven	B066_09_04_score.krn	B066_09_04_score	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Krn/B066_09_04_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Beethoven/B066/Krn	rawdata/TAVERN/Beethoven/B066/Krn/B066_09_04_score.krn
TAVERN	Beethoven	B066_09_04c_a.krn	B066_09_04c_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_04c_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_04c_a.krn
TAVERN	Beethoven	B066_09_04c_b.krn	B066_09_04c_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Joined/B066_09_04c_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Beethoven/B066/Joined	rawdata/TAVERN/Beethoven/B066/Joined/B066_09_04c_b.krn
TAVERN	Beethoven	B066_09_05_encoderA.krn	B066_09_05_encoderA	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Beethoven/B066/Encodings/Encoder_A/B066_09_05_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A	rawdata/TAVERN/Beethoven/B066/Encodings/Encoder_A/B066_09_05_encoderA.krn
